loan_id,dob_ssn,zipcode,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,event_timestamp,created_timestamp,city,state,location_type,tax_returns_filed,population,total_wages,credit_card_due,mortgage_due,student_loan_due,vehicle_loan_due,hard_pulls,missed_payments_2y,missed_payments_1y,missed_payments_6m,bankruptcies
38477,19560301_9988,75555,60,52479,MORTGAGE,41.0,MEDICAL,16000,17.74,1,2020-09-04 02:02:53.815000+00:00,2020-08-28 12:49:00.222000+00:00,MATTAPAN,WI,PRIMARY,13281,18451,18081335,4256,47057,10968,16873,2,0,0,0,1
38054,19611206_5570,50458,56,138000,RENT,22.0,MEDICAL,7500,11.22,0,2020-09-05 00:22:43.800000+00:00,2020-09-04 11:50:13.260000+00:00,ENCINO,TX,PRIMARY,279,746,19971905,3363,1630904,40385,13786,0,7,0,1,0
38462,19911218_1836,70544,45,64500,RENT,3.0,MEDICAL,1450,13.55,1,2020-08-27 06:50:19.420000+00:00,2020-08-29 17:52:37.326000+00:00,FAIRFAX,MI,PRIMARY,745,6224,935873605,448,1595300,28847,5258,10,4,3,0,0
37753,19891006_9361,23234,41,83768,MORTGAGE,29.0,PERSONAL,1250,11.72,0,2020-09-02 05:23:13.845000+00:00,2020-08-30 01:13:06.910000+00:00,MAPLE RAPIDS,MN,PRIMARY,18802,29520,162320206,8396,719199,45420,6644,9,7,3,0,0
37795,19651128_2992,39346,58,381450,MORTGAGE,9.0,VENTURE,6000,13.35,0,2020-09-06 06:58:07.067000+00:00,2020-08-31 16:40:45.924000+00:00,WASHBURN,NC,PRIMARY,7465,505,218341968,1008,156000,1726,18943,3,0,0,1,0
38476,19670119_7258,11232,40,67000,RENT,13.0,PERSONAL,5400,19.66,0,2020-08-29 23:04:38.281000+00:00,2020-08-30 09:47:01.425000+00:00,MABELVALE,TN,PRIMARY,1182,387,600924535,2210,536805,48207,1237,0,0,0,1,0
38179,19810610_2594,77868,39,667680,MORTGAGE,0.0,MEDICAL,7925,16.4,0,2020-08-27 12:57:24.074000+00:00,2020-08-25 20:34:41.361000+00:00,WHITE SPRINGS,AZ,PRIMARY,6314,4095,55388044,7434,64475,10160,6725,7,0,3,0,0
38344,19781222_6675,66061,58,15840,RENT,27.0,VENTURE,4200,14.26,1,2020-08-31 01:23:04.291000+00:00,2020-09-03 21:27:35.325000+00:00,ODESSA,OR,PRIMARY,1902,29273,30643147,5401,1253790,28938,2139,10,2,3,0,0
38138,19610222_7109,98012,54,45996,MORTGAGE,3.0,HOMEIMPROVEMENT,18200,14.79,0,2020-08-27 11:07:16.678000+00:00,2020-09-06 14:36:57.884000+00:00,CHINOOK,IL,PRIMARY,493,4159,539509378,9134,1351900,42558,25267,0,0,0,0,0
38603,19920203_5724,16935,76,32000,OWN,11.0,EDUCATION,13500,10.75,0,2020-08-27 16:00:56.400000+00:00,2020-09-02 07:50:03.706000+00:00,OLMSTEDVILLE,MO,PRIMARY,417,2377,145879482,6054,1532214,11023,3648,0,0,0,0,0
38430,19451216_2684,28751,55,275004,RENT,2.0,EDUCATION,5700,11.11,0,2020-09-04 15:48:49.285000+00:00,2020-09-04 23:09:18.869000+00:00,WANN,ID,PRIMARY,8075,857,1320430597,2800,1142701,21274,10388,4,0,0,0,0
37869,19790207_3267,95138,37,499800,OWN,12.0,MEDICAL,6000,11.22,1,2020-08-27 07:27:01.886000+00:00,2020-09-01 22:39:26.726000+00:00,FOUNTAIN INN,PA,PRIMARY,12706,32692,139202124,4003,267203,41694,8902,0,5,1,1,0
38164,19651214_8881,54659,62,33280,OTHER,11.0,HOMEIMPROVEMENT,16000,14.11,1,2020-08-25 23:38:13.688000+00:00,2020-08-30 23:51:18.127000+00:00,OAKLAND,OR,PRIMARY,1323,569,68064295,9869,1094201,2823,12463,0,1,0,0,0
37798,19661227_8852,45846,61,18000,RENT,16.0,MEDICAL,6625,13.61,0,2020-08-26 10:57:19.297000+00:00,2020-09-09 17:52:01.121000+00:00,ORLEANS,CA,PRIMARY,1336,445,121412835,81,494669,13508,3614,1,0,3,0,0
38571,19960210_4926,14586,63,85000,RENT,4.0,HOMEIMPROVEMENT,11500,9.25,0,2020-09-02 05:41:35.078000+00:00,2020-08-28 03:56:44.475000+00:00,RICHMOND,FL,PRIMARY,433,10625,44717452,7872,1905440,43973,6638,5,3,0,1,0
38251,19840824_2676,12575,47,59484,MORTGAGE,3.0,PERSONAL,20000,13.22,0,2020-09-02 10:53:36.033000+00:00,2020-08-27 07:45:23.118000+00:00,HAZEL,MD,PRIMARY,10776,18125,23344885,9751,165611,42317,27999,1,1,3,0,2
38297,19531127_4020,78727,76,55900,RENT,29.0,PERSONAL,5000,15.58,0,2020-09-04 18:15:39.146000+00:00,2020-09-04 07:14:54.770000+00:00,HEMINGWAY,IL,PRIMARY,18893,12635,610745822,699,963515,39800,8785,0,1,3,0,1
38541,19500910_5396,38175,46,98000,RENT,21.0,HOMEIMPROVEMENT,18000,10.96,0,2020-08-26 18:17:48.881000+00:00,2020-09-04 04:48:04.909000+00:00,SAN BRUNO,SD,PRIMARY,2796,2086,67604746,2396,200320,27501,12079,10,7,3,0,0
37730,19700630_8054,37737,50,381450,MORTGAGE,16.0,VENTURE,24500,12.53,0,2020-08-27 12:57:24.074000+00:00,2020-08-28 04:15:05.707000+00:00,DAKOTA,IL,PRIMARY,1190,6780,211906515,6629,882967,11080,8965,2,7,1,0,1
38587,19890720_8553,38503,84,6000,MORTGAGE,19.0,EDUCATION,17850,16.07,0,2020-09-03 15:20:30.671000+00:00,2020-09-06 14:55:19.116000+00:00,TOWNSEND,NY,PRIMARY,2075,12086,201446930,7198,1102569,48377,6988,5,5,0,0,0
37779,19530108_4017,56136,42,114996,OTHER,19.0,MEDICAL,7425,11.49,1,2020-08-30 18:39:17.172000+00:00,2020-08-29 03:29:59.390000+00:00,MAIDENS,PA,PRIMARY,6314,1060,1925265936,3834,984182,32498,11344,1,0,0,0,0
38404,19981206_2418,41002,61,77385,OTHER,4.0,DEBTCONSOLIDATION,19200,10.36,0,2020-08-30 16:49:09.776000+00:00,2020-08-30 15:17:23.613000+00:00,BRASHEAR,MA,PRIMARY,873,8575,1321936932,9622,1525608,10333,29129,2,3,1,0,0
38153,19841004_4356,23169,58,238000,RENT,12.0,EDUCATION,24500,13.8,0,2020-09-04 10:36:48.330000+00:00,2020-08-25 22:06:27.524000+00:00,TILTON,MI,PRIMARY,3881,2233,167125397,8616,569730,26467,9578,4,3,0,0,0
38423,19860711_7107,3755,58,79864,MORTGAGE,0.0,PERSONAL,2775,13.72,0,2020-09-04 08:09:58.468000+00:00,2020-08-26 21:02:59.975000+00:00,TROY,KY,PRIMARY,13017,7742,29121700,8855,226919,2289,18699,6,0,0,0,1
38428,19451216_2684,18091,39,74568,RENT,10.0,PERSONAL,24500,12.29,0,2020-08-31 05:58:22.781000+00:00,2020-08-30 08:51:57.727000+00:00,NORTHPORT,NM,PRIMARY,2152,1916,77486374,5533,651676,6932,10745,8,5,1,0,0
38503,19991105_9941,95684,52,120000,OWN,6.0,EDUCATION,9600,10.99,0,2020-09-12 22:57:11.754000+00:00,2020-08-27 19:59:32.425000+00:00,KALKASKA,AL,PRIMARY,739,1450,41883271,6370,1717133,22020,27618,1,0,0,0,0
38253,19880621_6563,14626,36,50426,RENT,31.0,DEBTCONSOLIDATION,17850,14.91,0,2020-09-03 19:19:06.696000+00:00,2020-08-27 17:14:21.331000+00:00,MADISON,CA,PRIMARY,565,3042,5755114,5896,1141250,45913,23960,1,4,1,0,0
37514,19580702_9735,15233,44,145124,RENT,4.0,DEBTCONSOLIDATION,3275,12.29,1,2020-09-04 16:25:31.750000+00:00,2020-09-06 14:36:57.884000+00:00,MURDOCK,ND,PRIMARY,6653,29273,179519830,8275,1961066,33294,2318,4,2,0,0,0
38494,19790212_3048,73023,69,74628,MORTGAGE,4.0,MEDICAL,19200,11.89,1,2020-09-05 20:34:05.156000+00:00,2020-08-25 23:19:52.455000+00:00,EUREKA,AL,PRIMARY,4013,2141,167249445,1223,1420859,21462,8409,3,4,0,0,0
38280,19750114_3111,15090,84,25000,MORTGAGE,12.0,MEDICAL,21500,10.96,0,2020-09-04 16:25:31.750000+00:00,2020-09-04 00:31:07.652000+00:00,ROSEBUD,NV,PRIMARY,6973,614,50209263,3324,65376,2213,27312,4,6,0,0,0
37810,19680622_7324,37036,41,83200,MORTGAGE,6.0,MEDICAL,8000,18.43,0,2020-09-01 11:20:21.117000+00:00,2020-08-28 13:25:42.687000+00:00,WEST DOVER,MD,PRIMARY,16603,1777,910732541,6865,1322767,25206,17742,8,0,0,0,0
38084,19740718_6088,53530,56,98000,OTHER,1.0,HOMEIMPROVEMENT,2775,12.69,0,2020-09-11 18:48:38.348000+00:00,2020-08-27 03:46:47.094000+00:00,PENN RUN,OH,PRIMARY,795,613,13054354,8225,250116,32828,6516,5,5,0,0,2
37766,19940418_4407,61833,45,55000,MORTGAGE,34.0,VENTURE,7000,13.55,1,2020-08-27 10:12:12.980000+00:00,2020-08-29 17:15:54.860000+00:00,LA PORTE,GA,PRIMARY,1705,9224,23037440,1698,1746289,39885,20158,3,6,1,0,0
37897,19950528_9684,23234,40,108000,RENT,3.0,HOMEIMPROVEMENT,19200,11.66,0,2020-08-29 20:19:27.187000+00:00,2020-09-04 15:30:28.052000+00:00,PULASKI,WY,PRIMARY,1228,718,560225230,2451,282112,20429,250,3,0,2,1,2
37803,19651112_2271,45359,50,56472,OWN,10.0,MEDICAL,6125,11.72,0,2020-08-26 16:09:20.252000+00:00,2020-08-26 23:11:28.603000+00:00,ROSEDALE,NC,PRIMARY,9952,6175,689066606,3674,1938522,2314,12127,2,6,1,1,0
38632,19790212_3048,38961,144,86500,MORTGAGE,13.0,EDUCATION,6625,6.0,0,2020-09-04 16:07:10.518000+00:00,2020-08-30 15:35:44.845000+00:00,BROAD BROOK,ND,PRIMARY,8986,6807,445683746,3688,682131,11067,519,10,1,0,1,0
38498,19581227_1072,27562,67,6000000,RENT,3.0,DEBTCONSOLIDATION,5700,16.02,0,2020-08-26 12:47:26.693000+00:00,2020-08-28 17:24:18.712000+00:00,ALMOND,GA,PRIMARY,1289,3224,23142996,2125,1322767,32166,28528,7,5,0,1,0
37404,19981206_2418,28425,59,32878,RENT,7.0,HOMEIMPROVEMENT,9000,10.0,0,2020-08-28 08:50:24.197000+00:00,2020-09-01 04:18:12.766000+00:00,FOSS,OK,PRIMARY,262,5008,16822419,4451,3976,27997,14218,1,0,0,1,0
38004,19800624_9720,95324,53,55059,MORTGAGE,0.0,PERSONAL,10000,11.99,0,2020-08-25 22:24:48.757000+00:00,2020-09-03 17:10:38.067000+00:00,PLACENTIA,MI,PRIMARY,528,1244,59286612,1015,1584864,8401,27021,2,4,0,0,0
38004,19590720_9183,26571,73,56100,OWN,22.0,MEDICAL,14400,12.73,0,2020-08-28 07:00:16.801000+00:00,2020-09-06 08:29:53.230000+00:00,CONESTOGA,SD,PRIMARY,934,549,98307688,7581,1246128,18434,17742,9,6,3,0,0
37239,19650412_2624,44840,76,114440,RENT,28.0,MEDICAL,12800,16.32,0,2020-08-29 06:15:10.484000+00:00,2020-09-04 18:34:00.379000+00:00,ANTRIM,CO,PRIMARY,13887,5211,10576110,8333,1229431,28008,10,1,7,2,0,2
38207,19680903_9660,57703,41,56650,MORTGAGE,11.0,PERSONAL,8150,8.7,0,2020-08-27 23:21:25.984000+00:00,2020-08-30 08:33:36.494000+00:00,MILTON,NV,PRIMARY,283,4605,13645968,9240,243268,13435,20759,10,1,0,0,0
37773,19630319_8917,61917,44,118000,RENT,12.0,VENTURE,6475,13.48,0,2020-09-07 02:32:45.958000+00:00,2020-09-02 15:10:33.290000+00:00,JOAQUIN,OH,PRIMARY,10724,2004,15143184,7397,1760582,45041,6811,0,0,0,1,0
38065,19691110_1232,70606,53,72000,OTHER,4.0,HOMEIMPROVEMENT,6475,10.38,0,2020-09-04 18:34:00.379000+00:00,2020-08-25 23:38:13.688000+00:00,MOUNT PLEASANT,MD,PRIMARY,9180,1609,8463176,5356,554328,30210,29581,3,1,3,0,0
38417,19670119_7258,54670,51,238000,MORTGAGE,23.0,VENTURE,11700,14.35,0,2020-09-03 16:52:16.835000+00:00,2020-08-29 09:55:25.276000+00:00,MYSTIC,IL,PRIMARY,1910,2904,865681713,7635,884251,25167,12609,0,7,0,0,0
38196,19880529_5936,30605,60,82500,RENT,11.0,EDUCATION,7400,14.54,0,2020-09-01 19:54:15.632000+00:00,2020-09-02 18:50:48.082000+00:00,TOLEDO,ND,PRIMARY,2298,23996,36135460,3793,902584,47942,12472,9,2,0,0,0
38160,19890518_5550,17061,45,64600,RENT,26.0,PERSONAL,8525,6.39,0,2020-09-03 14:07:05.741000+00:00,2020-09-02 14:52:12.058000+00:00,OCEANPORT,TX,PRIMARY,1363,12635,8197273,3471,659005,7759,27029,7,0,3,0,0
37764,19630115_1864,37036,37,42000,MORTGAGE,15.0,DEBTCONSOLIDATION,1800,16.77,1,2020-09-02 10:16:53.568000+00:00,2020-08-30 03:58:18.004000+00:00,NEW HILL,TX,PRIMARY,822,1771,186036209,7141,1687,36347,20978,5,1,0,0,2
37918,19580114_1385,99321,40,33600,OTHER,9.0,VENTURE,7475,18.39,0,2020-09-04 01:26:11.350000+00:00,2020-09-04 04:48:04.909000+00:00,CADIZ,MS,PRIMARY,11740,2922,21929738,6045,265612,26518,2855,5,4,0,0,0
38064,19940821_4190,34420,36,98600,MORTGAGE,1.0,VENTURE,15200,15.38,0,2020-08-25 22:43:09.990000+00:00,2020-08-31 20:39:21.949000+00:00,COLUMBUS,WI,PRIMARY,7901,740,62394570,7278,1285256,43127,26805,7,1,2,0,0
38356,19731019_4439,18913,59,150000,OTHER,5.0,EDUCATION,1800,14.83,0,2020-08-30 10:23:43.890000+00:00,2020-08-30 15:54:06.078000+00:00,OWEN,NH,PRIMARY,7186,1683,208613712,4607,661037,34163,24309,1,2,3,0,0
38346,19511126_7936,14728,40,34000,RENT,3.0,DEBTCONSOLIDATION,2400,14.35,1,2020-09-02 00:11:12.889000+00:00,2020-08-26 09:43:54.366000+00:00,LAKE JUNALUSKA,NH,PRIMARY,16169,776,23344885,1407,688513,14805,24858,1,5,0,1,0
38230,19631214_9278,93612,53,83200,MORTGAGE,38.0,VENTURE,3000,12.68,0,2020-08-30 07:20:11.563000+00:00,2020-08-27 19:22:49.960000+00:00,DELBARTON,PA,PRIMARY,16745,11633,19461749,7463,1888725,32248,6191,7,5,1,0,1
38156,19740316_2659,50533,51,74784,MORTGAGE,0.0,VENTURE,1450,13.98,0,2020-08-29 22:46:17.048000+00:00,2020-09-03 01:52:56.434000+00:00,CLINTON,GA,PRIMARY,3124,9094,88993672,5818,895069,27149,3318,10,0,0,0,0
38519,19740415_7746,11207,80,129000,OWN,6.0,VENTURE,19600,11.49,0,2020-08-31 15:08:59.761000+00:00,2020-09-05 21:47:30.087000+00:00,OLATHE,HI,PRIMARY,548,8069,13854301,8589,1806767,43556,22262,10,0,0,1,0
38035,19760320_9605,33602,58,7200,RENT,7.0,PERSONAL,3600,14.54,0,2020-08-27 13:15:45.306000+00:00,2020-09-03 08:18:22.320000+00:00,CLOVIS,IN,PRIMARY,1170,485,14756066,9663,209322,44749,18655,1,1,0,0,0
38481,19631124_8097,52244,39,39240,MORTGAGE,18.0,VENTURE,15250,9.99,0,2020-08-31 15:27:20.994000+00:00,2020-09-01 11:38:42.350000+00:00,CAMBRIA,KS,PRIMARY,1765,2145,10937729,5219,46132,35870,18957,1,2,0,0,0
38112,19610310_8092,75141,40,360000,RENT,41.0,PERSONAL,30000,16.95,1,2020-09-03 04:19:46.295000+00:00,2020-08-28 19:32:47.341000+00:00,MORO,RI,PRIMARY,2678,24152,193812504,544,595666,27182,16336,4,6,3,1,1
38212,19930609_5165,72018,51,72800,OTHER,6.0,MEDICAL,24000,14.96,1,2020-08-28 23:13:02.133000+00:00,2020-09-04 18:15:39.146000+00:00,STATEN ISLAND,FL,PRIMARY,1028,4808,36389853,6160,547161,30764,22657,7,0,0,0,0
38290,19610222_7109,2643,56,140787,RENT,18.0,EDUCATION,6300,14.12,1,2020-08-27 09:35:30.514000+00:00,2020-08-27 05:00:12.024000+00:00,UPLAND,WY,PRIMARY,13442,1187,689066606,1442,1703696,47333,29870,0,0,0,0,0
38424,19590618_7816,72662,40,125000,MORTGAGE,4.0,MEDICAL,12025,12.69,0,2020-09-02 03:51:27.682000+00:00,2020-08-26 19:49:35.044000+00:00,STUYVESANT,WI,PRIMARY,7981,15490,10017823,8616,1415866,22405,7164,2,0,0,1,2
38388,19761214_3483,55925,51,46560,MORTGAGE,8.0,PERSONAL,2500,12.68,0,2020-08-26 03:00:07.247000+00:00,2020-09-05 01:36:08.731000+00:00,EL MONTE,PA,PRIMARY,825,5998,539509378,9259,351014,44828,23166,7,0,1,0,0
38550,19971126_4154,2643,55,25140,RENT,13.0,EDUCATION,9500,10.08,0,2020-09-03 04:01:25.063000+00:00,2020-09-02 02:01:20.286000+00:00,NEW VINEYARD,TX,PRIMARY,1373,18944,27195549,8396,170396,37464,8693,2,0,0,0,0
37997,19500430_4588,29429,51,66000,MORTGAGE,19.0,VENTURE,14400,9.32,0,2020-09-07 02:14:24.725000+00:00,2020-08-31 00:09:39.360000+00:00,BRIDGEPORT,CT,PRIMARY,3158,35122,15347905,7823,42526,20147,21320,8,1,0,0,0
38378,19760320_9605,11764,45,53800,MORTGAGE,23.0,DEBTCONSOLIDATION,12600,9.99,0,2020-09-01 00:56:19.207000+00:00,2020-08-31 00:28:00.593000+00:00,DILLARD,AR,PRIMARY,1170,11430,31644541,9329,214796,32008,1744,1,0,0,0,2
37895,20000316_1965,18913,57,38000,MORTGAGE,10.0,MEDICAL,5700,15.65,1,2020-09-11 04:44:21.645000+00:00,2020-09-05 00:41:05.033000+00:00,BRUCE CROSSING,ND,PRIMARY,6501,5008,522914145,5005,300556,47290,3583,0,1,3,0,2
38625,19700927_6121,18913,42,45996,RENT,8.0,PERSONAL,14000,7.68,0,2020-08-26 19:31:13.811000+00:00,2020-08-26 13:05:47.925000+00:00,EDGEMONT,MI,PRIMARY,5179,1337,279794669,5244,1312742,11619,27828,10,1,0,0,0
38030,19450814_8545,48038,54,39240,RENT,1.0,HOMEIMPROVEMENT,4650,14.72,0,2020-09-01 00:19:36.741000+00:00,2020-08-29 06:15:10.484000+00:00,ALLENHURST,RI,PRIMARY,20540,2477,39801871,677,130536,12548,16390,3,0,2,0,0
38578,19990308_4530,27980,42,82500,MORTGAGE,15.0,DEBTCONSOLIDATION,30000,13.23,0,2020-08-27 12:39:02.841000+00:00,2020-09-02 02:01:20.286000+00:00,PORT DEPOSIT,OH,PRIMARY,1447,2396,35136029,9283,1246128,4225,387,0,1,0,0,2
38451,19450622_7127,10532,46,94800,RENT,16.0,MEDICAL,10700,12.73,0,2020-08-27 20:36:14.890000+00:00,2020-09-01 03:41:30.301000+00:00,TRAVER,LA,PRIMARY,2473,27772,10032671,2162,8581,19352,17188,3,7,2,0,0
37775,19550416_7355,76066,48,38000,RENT,20.0,PERSONAL,14300,9.32,0,2020-08-26 10:57:19.297000+00:00,2020-09-04 12:26:55.726000+00:00,ESCALON,MO,PRIMARY,3613,1989,121939497,2557,1186778,30562,14720,1,0,0,0,0
38472,19860818_6162,39437,42,51850,RENT,0.0,MEDICAL,6800,14.91,0,2020-08-31 23:42:54.276000+00:00,2020-09-03 19:37:27.929000+00:00,ADA,VA,PRIMARY,6760,11621,22279196,7044,1178288,38622,824,1,1,3,0,0
38111,19910815_7993,30268,60,53800,MORTGAGE,7.0,PERSONAL,6475,11.97,0,2020-09-02 21:54:20.409000+00:00,2020-08-28 11:53:56.524000+00:00,LAKE JUNALUSKA,KY,PRIMARY,411,22032,93923264,1257,360296,29776,22728,7,1,1,0,0
38362,19940630_9218,33422,52,114054,MORTGAGE,11.0,MEDICAL,11750,11.49,0,2020-08-27 19:22:49.960000+00:00,2020-08-30 15:54:06.078000+00:00,NEPONSET,LA,PRIMARY,13592,30105,65113537,7168,971716,36907,28128,8,1,0,0,0
37892,19930114_5390,23192,41,59484,MORTGAGE,34.0,EDUCATION,6400,12.42,0,2020-08-29 14:30:43.766000+00:00,2020-08-26 10:20:36.831000+00:00,COTTAGE GROVE,KS,PRIMARY,13118,2598,38037759,4673,1506170,37634,23207,4,1,3,0,0
37219,19521228_8435,64443,43,76500,RENT,20.0,MEDICAL,4925,19.47,0,2020-08-31 14:32:17.296000+00:00,2020-08-29 08:05:17.880000+00:00,CHICAGO,ND,PRIMARY,4182,1974,17863022,7241,41286,32899,22218,0,4,0,0,0
38126,19601225_1203,59487,55,36700,RENT,0.0,DEBTCONSOLIDATION,6500,10.25,0,2020-08-28 03:20:02.009000+00:00,2020-09-06 17:03:47.745000+00:00,GALAX,AZ,PRIMARY,1839,2167,434795325,5323,1921746,45119,19808,1,5,1,0,0
38304,19661222_3717,42211,57,50426,MORTGAGE,3.0,PERSONAL,1000,8.88,0,2020-09-01 10:25:17.419000+00:00,2020-08-29 19:42:44.722000+00:00,MYRTLE BEACH,SC,PRIMARY,668,743,62394570,7495,1054103,47999,11188,6,4,1,0,1
38310,19740118_5443,60078,69,168000,MORTGAGE,16.0,PERSONAL,22750,11.71,0,2020-09-06 01:27:44.879000+00:00,2020-08-26 02:23:24.782000+00:00,EDWARDSVILLE,MI,PRIMARY,5391,20017,212303126,7134,1506170,19505,1256,8,1,0,0,1
38300,19850527_5346,3874,45,36700,MORTGAGE,19.0,VENTURE,6100,10.37,1,2020-08-27 02:33:22.163000+00:00,2020-08-31 10:15:20.038000+00:00,NANCY,AL,PRIMARY,10534,5477,191212323,7811,781630,3508,9863,10,1,2,1,0
38487,19990715_8649,10532,51,31000,RENT,38.0,PERSONAL,6625,15.68,0,2020-08-26 19:49:35.044000+00:00,2020-09-05 11:05:06.943000+00:00,STEWARTSVILLE,NC,PRIMARY,1015,2637,63215926,4560,1207671,9839,2198,0,2,3,0,0
38286,19650604_8098,20753,76,122000,RENT,23.0,PERSONAL,2000,7.51,0,2020-09-05 08:01:34.617000+00:00,2020-09-01 09:11:52.489000+00:00,SANTA BARBARA,NM,PRIMARY,2317,8990,49185626,2675,1777553,16599,8567,8,7,0,1,0
37968,19711108_2410,28751,39,24543,RENT,3.0,HOMEIMPROVEMENT,4800,12.29,0,2020-09-01 12:52:07.281000+00:00,2020-08-30 02:26:31.841000+00:00,BONITA SPRINGS,OH,PRIMARY,2218,24868,170576822,2666,170396,33294,24026,9,7,2,1,0
38494,19580221_1719,94931,51,61000,RENT,1.0,PERSONAL,23000,12.53,0,2020-08-28 19:32:47.341000+00:00,2020-08-27 21:12:57.356000+00:00,COLEMAN,TN,PRIMARY,394,457,29485429,6980,595666,32772,25423,0,2,0,0,0
38602,20000316_1965,29554,41,94000,MORTGAGE,12.0,DEBTCONSOLIDATION,24500,9.99,0,2020-09-10 17:25:16.036000+00:00,2020-09-03 13:48:44.508000+00:00,EASTANOLLEE,WA,PRIMARY,419,21830,627536645,1973,1209189,30873,8622,0,3,2,0,0
38327,19700930_3911,49746,42,150750,RENT,5.0,MEDICAL,2800,16.95,0,2020-09-09 17:52:01.121000+00:00,2020-09-06 12:10:08.022000+00:00,BURTON,NH,PRIMARY,331,2108,27749155,3108,1593279,37672,4387,0,5,0,0,2
38089,19771009_4356,97212,54,73000,RENT,13.0,VENTURE,4000,16.15,1,2020-09-01 22:02:44.261000+00:00,2020-09-06 05:26:20.904000+00:00,BROCTON,NY,PRIMARY,726,3984,562632911,4992,650044,16306,17887,3,1,0,0,2
37988,19730204_2528,75645,62,45996,RENT,23.0,VENTURE,22750,10.08,0,2020-08-28 10:58:52.826000+00:00,2020-08-28 02:43:19.544000+00:00,BITELY,KY,PRIMARY,415,1436,14844037,726,1355405,13615,1557,9,0,1,0,0
38205,19740415_7746,40380,42,49008,MORTGAGE,3.0,DEBTCONSOLIDATION,14900,13.67,0,2020-09-06 05:44:42.136000+00:00,2020-09-12 22:02:08.056000+00:00,WILLIAMS,FL,PRIMARY,2598,4640,34931895,8853,960282,48303,9578,0,4,2,0,0
37815,19920123_2707,21205,60,55059,OTHER,10.0,MEDICAL,23000,12.53,0,2020-09-07 15:23:37.730000+00:00,2020-09-03 21:27:35.325000+00:00,COLUMBIA,NM,PRIMARY,252,2333,10032671,5508,1142643,18003,19873,1,6,0,1,0
37956,19691110_1232,8080,58,116000,RENT,29.0,HOMEIMPROVEMENT,5575,7.68,1,2020-09-05 06:29:48.453000+00:00,2020-09-01 17:45:47.003000+00:00,SOUTH LAKE TAHOE,LA,PRIMARY,2906,596,532949071,8984,403721,20377,7277,2,7,0,0,0
38520,19731023_5734,77284,45,26880,MORTGAGE,38.0,DEBTCONSOLIDATION,12500,8.94,0,2020-09-01 07:58:27.558000+00:00,2020-08-30 08:15:15.261000+00:00,CEDARBURG,TX,PRIMARY,364,4049,38622538,3704,333797,23057,2139,5,4,0,0,2
38210,19920404_1773,8611,61,45600,RENT,15.0,MEDICAL,17500,13.43,0,2020-08-27 01:56:39.697000+00:00,2020-08-28 10:58:52.826000+00:00,TANGERINE,MD,PRIMARY,3667,4808,285033861,6332,1481430,13508,824,0,1,1,0,1
37987,19570328_3938,57105,67,88000,MORTGAGE,11.0,PERSONAL,35000,9.88,0,2020-08-28 06:05:13.103000+00:00,2020-09-03 04:19:46.295000+00:00,ALSIP,CA,PRIMARY,1906,24312,171024994,2395,167687,49863,29830,1,3,3,0,0
38201,19680928_7367,33483,60,73000,OTHER,0.0,MEDICAL,14000,11.11,1,2020-09-10 14:03:22.477000+00:00,2020-09-06 10:38:21.859000+00:00,CONOVER,TN,PRIMARY,10510,25687,50669251,4791,437750,20973,29662,6,3,0,0,0
38015,20000128_6317,18327,52,45600,OWN,5.0,MEDICAL,6800,14.61,0,2020-08-26 08:30:29.435000+00:00,2020-09-06 03:36:13.508000+00:00,MONGAUP VALLEY,WA,PRIMARY,541,2141,499665866,7573,379841,5316,20779,1,1,0,0,1
37751,19780323_7500,45317,36,47840,OWN,13.0,HOMEIMPROVEMENT,14825,15.65,0,2020-09-13 02:00:44.081000+00:00,2020-09-05 07:43:13.384000+00:00,WEST HENRIETTA,PA,PRIMARY,10404,1261,144976961,1218,1469833,4518,18259,7,0,0,0,0
38485,19600311_4090,95501,76,59484,OWN,7.0,DEBTCONSOLIDATION,24000,10.75,0,2020-09-06 16:45:26.512000+00:00,2020-08-29 13:54:01.301000+00:00,BONNEAU,FL,PRIMARY,1182,11484,1515281029,9205,1340722,32248,20604,6,5,0,0,0
37967,19480515_1238,34473,51,69000,MORTGAGE,9.0,VENTURE,24000,10.75,0,2020-08-26 16:09:20.252000+00:00,2020-09-05 00:41:05.033000+00:00,MINTER,FL,PRIMARY,551,2943,23586489,6267,963313,755,17613,1,0,3,1,0
37803,19930619_6093,22031,40,57000,MORTGAGE,25.0,VENTURE,35000,7.74,0,2020-09-06 06:03:03.369000+00:00,2020-08-29 18:47:41.024000+00:00,LODI,ID,PRIMARY,18687,1075,6703752,8329,1600310,41073,5336,1,1,0,0,1
38604,19710914_9160,16827,62,20000,RENT,15.0,PERSONAL,5700,11.49,0,2020-08-29 12:22:15.138000+00:00,2020-09-05 21:29:08.854000+00:00,PEORIA,HI,PRIMARY,1481,1141,61237565,5882,1338361,9330,8693,7,1,2,0,2
38619,19810819_7596,1904,58,71000,RENT,12.0,PERSONAL,6475,13.72,0,2020-09-05 19:39:01.458000+00:00,2020-09-06 11:33:25.557000+00:00,WAVERLY,HI,PRIMARY,444,4238,77692858,83,698521,10436,27029,2,7,1,0,1
